window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,prior_off_po,prior_total_po,rapm_mm_off_po,rapm_mm_total_po,prior_def_po,rapm_mm_def_po,rating_off_po,rating_def_po,rating_total_po,rating_off_raw,rating_def_raw,rating_off_po_raw,rating_def_po_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,1642914,Javon Small,1766.0,1756.0,0.088,1.042,-0.0,1.042,0.091,0.379,0.47,0.132,-1.16,-1.028,0.132,-1.16,-1.028,1.174,-1.16,0.014,1.154,-1.122,0.033,1.657,1.657,1.79,0.629,-0.0,-1.16,1.798,-1.122,0.676,1.174,-1.16,1.79,-1.16,javon small,Javon Small,Memphis Grizzlies,0.2,-0.4,-0.2,0.067,0.081,-0.014,197.0,198.0,1.0,0.814,0.323,0.492,75.0,144.5,69.5,-1.034,-0.397,-0.637,408.0,298.5,-109.5,-1.167,830.0,1.561,0.39,3.99,6.549,2.602,guard,<1000
2024-2026,2025.0,1631250,Pete Nance,1793.0,1795.0,0.089,-1.846,-0.0,-1.846,0.715,-0.006,0.709,0.176,-0.9,-0.724,0.176,-0.9,-0.724,-1.67,-0.9,-2.571,-1.463,-0.884,-2.347,-1.296,-1.296,-1.12,-2.02,-0.0,-0.9,-1.005,-0.884,-1.888,-1.67,-0.9,-1.12,-0.9,pete nance,Pete Nance,Milwaukee Bucks,-1.9,-1.3,-3.2,-0.923,-1.15,0.227,398.0,426.0,28.0,-0.642,-0.751,0.109,358.0,379.5,21.5,-0.845,-1.221,0.375,379.0,430.0,51.0,1.208,897.0,1.284,0.642,4.696,2.328,2.408,wing,<1000
2024-2026,2025.0,1630545,Terrence Shannon Jr,1842.0,1856.0,0.091,-1.973,-0.0,-1.973,-0.075,-0.006,-0.08,0.1,-1.411,-1.311,0.1,-1.411,-1.311,-1.873,-1.411,-3.284,-1.625,-1.341,-2.966,-2.254,-2.254,-2.154,-3.565,-0.0,-1.411,-1.849,-1.341,-3.191,-1.873,-1.411,-2.154,-1.411,terrence shannon,Terrence Shannon Jr.,Minnesota Timberwolves,-0.8,-1.2,-2.0,-1.181,-0.658,-0.524,429.0,348.0,-81.0,-0.732,-0.189,-0.543,368.0,249.5,-118.5,-1.209,-1.129,-0.079,432.0,418.0,-14.0,-0.124,874.0,0.824,0.247,3.13,2.883,1.73,wing,<1000
2024-2026,2025.0,1642928,Dylan Cardwell,1868.0,1847.0,0.092,-1.477,-0.0,-1.477,0.907,-0.301,0.606,-0.109,1.126,1.017,-0.109,1.126,1.017,-1.585,1.126,-0.46,-1.395,1.233,-0.162,0.127,0.127,0.019,1.144,-0.0,1.126,0.019,1.233,1.252,-1.585,1.126,0.019,1.126,dylan cardwell,Dylan Cardwell,Sacramento Kings,-1.6,0.6,-1.0,-0.014,-0.247,0.233,216.0,262.5,46.5,-0.604,-0.598,-0.006,348.0,341.5,-6.5,0.835,0.519,0.316,83.0,142.0,59.0,9.393,911.0,5.809,2.648,7.311,2.45,0.079,big,<1000
2024-2026,2025.0,1642879,Ben Saraf,1875.0,1875.0,0.093,-3.683,-0.0,-3.683,0.076,-0.284,-0.208,-0.425,-0.297,-0.722,-0.425,-0.297,-0.722,-4.108,-0.297,-4.405,-3.332,-0.302,-3.633,-4.338,-4.338,-4.763,-5.06,-0.0,-0.297,-3.862,-0.302,-4.164,-4.108,-0.297,-4.763,-0.297,ben saraf,Ben Saraf,Brooklyn Nets,-3.6,-0.7,-4.3,-1.459,-1.602,0.143,458.0,460.5,2.5,-1.681,-1.62,-0.061,469.0,465.0,-4.0,-0.384,-0.671,0.288,291.0,358.0,67.0,-1.199,916.0,0.786,0.314,2.83,5.699,0.747,guard,<1000
2024-2026,2025.0,1631342,Daeqwon Plowden,1892.0,1891.0,0.093,-0.512,-0.0,-0.512,-0.523,0.167,-0.356,0.008,-0.054,-0.046,0.008,-0.054,-0.046,-0.503,-0.054,-0.557,-0.462,-0.055,-0.517,-0.775,-0.775,-0.767,-0.821,-0.0,-0.054,-0.698,-0.055,-0.753,-0.503,-0.054,-0.767,-0.054,daeqwon plowden,Daeqwon Plowden,Sacramento Kings,-0.9,-1.2,-2.1,-0.162,-0.699,0.537,247.0,359.0,112.0,-0.085,-0.24,0.155,226.0,264.5,38.5,-0.188,-1.129,0.941,263.0,418.0,155.0,0.607,913.0,1.459,0.276,2.8,1.696,2.8,wing,<1000
2024-2026,2025.0,1642877,Micah Peavy,1925.0,1916.0,0.095,-3.519,-0.0,-3.519,0.135,0.19,0.325,0.333,0.13,0.464,0.333,0.13,0.464,-3.185,0.13,-3.055,-2.593,0.137,-2.457,-4.435,-4.435,-4.102,-3.972,-0.0,0.13,-3.327,0.137,-3.19,-3.185,0.13,-4.102,0.13,micah peavy,Micah Peavy,New Orleans Pelicans,-1.6,0.2,-1.5,-0.969,-0.452,-0.517,405.0,299.0,-106.0,-1.271,-0.598,-0.673,446.0,341.5,-104.5,-0.036,0.153,-0.188,233.0,191.5,-41.5,1.364,913.0,1.814,0.355,2.8,2.405,1.104,wing,<1000
2024-2026,2025.0,1630699,MarJon Beauchamp,2046.0,2052.0,0.1,-2.106,-0.0,-2.106,0.634,-0.162,0.472,-0.101,0.002,-0.099,-0.101,0.002,-0.099,-2.207,0.002,-2.205,-1.888,0.003,-1.885,-2.189,-2.189,-2.29,-2.288,-0.0,0.002,-1.948,0.003,-1.945,-2.207,0.002,-2.29,0.002,marjon beauchamp,MarJon Beauchamp,Philadelphia 76ers,-2.1,-0.3,-2.4,-0.731,-0.822,0.09,362.0,384.0,22.0,-0.878,-0.853,-0.025,404.0,397.0,-7.0,-0.142,-0.305,0.163,256.0,280.0,24.0,1.555,963.0,1.495,0.449,5.047,2.131,2.093,wing,<1000
2024-2026,2025.0,1642857,Kasparas Jakučionis,2062.0,2066.0,0.101,-0.871,-0.0,-0.871,-0.34,0.354,0.015,0.217,0.911,1.128,0.217,0.911,1.128,-0.654,0.911,0.257,-0.598,0.987,0.389,-0.238,-0.238,-0.021,0.89,-0.0,0.911,-0.018,0.987,0.969,-0.654,0.911,-0.021,0.911,kasparas jakucionis,Kasparas Jakucionis,Miami Heat,0.0,0.0,0.0,0.215,0.163,0.052,173.0,185.0,12.0,-0.161,0.22,-0.381,237.0,163.5,-73.5,0.64,-0.03,0.67,113.0,223.5,110.5,-0.622,949.0,1.631,0.266,3.604,5.197,2.504,guard,<1000
2024-2026,2025.0,1641787,Tosan Evbuomwan,2081.0,2101.0,0.102,-2.217,-0.0,-2.217,0.1,-0.089,0.011,-0.252,-0.535,-0.787,-0.252,-0.535,-0.787,-2.47,-0.535,-3.005,-2.078,-0.537,-2.614,-2.675,-2.675,-2.928,-3.463,-0.0,-0.535,-2.407,-0.537,-2.944,-2.47,-0.535,-2.928,-0.535,tosan evbuomwan,Tosan Evbuomwan,Charlotte Hornets,-2.0,0.0,-2.0,-1.035,-0.658,-0.377,410.0,348.0,-62.0,-0.984,-0.802,-0.182,415.0,389.5,-25.5,-0.57,-0.03,-0.539,335.0,223.5,-111.5,1.918,1040.0,1.765,0.519,4.535,2.458,1.246,wing,1000-2000
2024-2026,2025.0,1642278,Tyler Kolek,2091.0,2083.0,0.102,-1.339,-0.0,-1.339,-0.286,-0.081,-0.367,-0.041,1.285,1.244,-0.041,1.285,1.244,-1.381,1.285,-0.095,-1.223,1.416,0.192,-1.219,-1.219,-1.26,0.025,-0.0,1.285,-1.123,1.416,0.293,-1.381,1.285,-1.26,1.285,tyler kolek,Tyler Kolek,New York Knicks,-1.5,0.7,-0.8,0.133,-0.165,0.298,184.0,244.0,60.0,-0.509,-0.547,0.038,317.0,329.0,12.0,0.98,0.61,0.369,70.0,125.0,55.0,-2.844,1024.0,0.844,0.281,3.551,8.438,2.039,guard,1000-2000
2024-2026,2025.0,1641998,Trey Jemison III,2115.0,2106.0,0.103,-3.908,-0.0,-3.908,-0.056,0.426,0.37,-0.071,-1.151,-1.223,-0.071,-1.151,-1.223,-3.979,-1.151,-5.131,-3.227,-1.114,-4.341,-2.983,-2.983,-3.054,-4.205,-0.0,-1.151,-2.499,-1.114,-3.612,-3.979,-1.151,-3.054,-1.151,trey jemison,Trey Jemison III,New York Knicks,-4.1,-0.7,-4.8,-1.753,-1.807,0.054,468.0,470.0,2.0,-1.623,-1.876,0.253,467.0,471.5,4.5,-1.028,-0.671,-0.356,404.0,358.0,-46.0,6.159,1048.0,3.985,1.546,4.844,1.649,0.0,big,1000-2000
2024-2026,2025.0,1631126,Caleb Love,2127.0,2123.0,0.104,-0.557,-0.0,-0.557,-0.731,0.086,-0.645,-0.092,-0.951,-1.043,-0.092,-0.951,-1.043,-0.649,-0.951,-1.6,-0.594,-0.931,-1.524,-1.375,-1.375,-1.467,-2.418,-0.0,-0.951,-1.296,-0.931,-2.227,-0.649,-0.951,-1.467,-0.951,caleb love,Caleb Love,Portland Trail Blazers,-1.3,-0.8,-2.1,-0.581,-0.699,0.118,338.0,359.0,21.0,-0.158,-0.444,0.286,236.0,308.5,72.5,-0.883,-0.763,-0.12,385.0,372.5,-12.5,-1.525,1015.0,0.887,0.142,3.157,4.363,3.299,guard,1000-2000
2024-2026,2025.0,1642277,Johnny Furphy,2141.0,2144.0,0.104,-3.003,-0.0,-3.003,0.574,-0.238,0.336,0.063,0.31,0.373,0.063,0.31,0.373,-2.94,0.31,-2.63,-2.416,0.328,-2.089,-3.481,-3.481,-3.417,-3.107,-0.0,0.31,-2.771,0.328,-2.444,-2.94,0.31,-3.417,0.31,johnny furphy,Johnny Furphy,Indiana Pacers,-1.7,0.6,-1.1,-0.816,-0.288,-0.528,380.0,271.0,-109.0,-1.172,-0.649,-0.523,436.0,352.0,-84.0,0.116,0.519,-0.403,203.0,142.0,-61.0,2.762,1023.0,1.935,0.633,5.947,2.111,1.337,big,1000-2000
2024-2026,2025.0,1642864,Hugo González,2157.0,2134.0,0.105,-3.023,-0.0,-3.023,0.043,-0.484,-0.441,0.622,1.353,1.976,0.622,1.353,1.976,-2.401,1.353,-1.047,-2.028,1.494,-0.533,-3.009,-3.009,-2.386,-1.033,-0.0,1.353,-2.017,1.494,-0.523,-2.401,1.353,-2.386,1.353,hugo gonzalez,Hugo Gonzalez,Boston Celtics,-1.5,1.8,0.3,-0.169,0.287,-0.455,248.0,166.5,-81.5,-0.956,-0.547,-0.409,412.0,329.0,-83.0,1.042,1.617,-0.575,62.0,28.0,-34.0,3.371,1083.0,2.061,0.698,6.116,1.33,1.396,big,1000-2000
2024-2026,2025.0,1630811,Keaton Wallace,2161.0,2159.0,0.105,-1.855,-0.0,-1.855,-0.533,-0.092,-0.626,-0.327,0.223,-0.104,-0.327,0.223,-0.104,-2.182,0.223,-1.959,-1.871,0.234,-1.636,-1.833,-1.833,-2.161,-1.937,-0.0,0.223,-1.854,0.234,-1.62,-2.182,0.223,-2.161,0.223,keaton wallace,Keaton Wallace,Atlanta Hawks,-2.3,0.1,-2.3,-0.628,-0.781,0.153,348.0,378.0,30.0,-0.869,-0.956,0.087,402.0,411.5,9.5,0.042,0.061,-0.019,217.0,210.0,-7.0,-2.109,1036.0,0.347,0.486,3.336,6.081,2.259,guard,1000-2000
2024-2026,2025.0,1642364,Jamir Watkins,2166.0,2192.0,0.106,-1.514,-0.0,-1.514,-0.047,-0.147,-0.194,0.057,-0.021,0.036,0.057,-0.021,0.036,-1.457,-0.021,-1.478,-1.287,-0.021,-1.308,-2.165,-2.165,-2.108,-2.129,-0.0,-0.021,-1.813,-0.021,-1.833,-1.457,-0.021,-2.108,-0.021,jamir watkins,Jamir Watkins,Washington Wizards,-1.3,0.6,-0.7,-0.491,-0.124,-0.367,316.0,237.0,-79.0,-0.544,-0.444,-0.1,334.0,308.5,-25.5,-0.16,0.519,-0.679,260.0,142.0,-118.0,2.281,1029.0,1.714,0.875,5.073,2.344,1.644,big,1000-2000
2024-2026,2025.0,1630639,A.J. Lawson,2168.0,2177.0,0.106,-1.005,-0.0,-1.005,0.035,-0.239,-0.204,0.093,-0.274,-0.181,0.093,-0.274,-0.181,-0.912,-0.274,-1.186,-0.824,-0.278,-1.102,-1.88,-1.88,-1.787,-2.061,-0.0,-0.274,-1.556,-0.278,-1.835,-0.912,-0.274,-1.787,-0.274,a j lawson,A.J. Lawson,Toronto Raptors,-1.0,-0.2,-1.2,-0.406,-0.329,-0.076,295.0,280.0,-15.0,-0.287,-0.291,0.004,265.0,279.0,14.0,-0.365,-0.214,-0.151,287.0,264.0,-23.0,1.468,1025.0,1.51,0.457,4.777,2.037,2.283,wing,1000-2000
2024-2026,2025.0,1642354,KJ Simpson,2211.0,2231.0,0.108,-3.026,-0.0,-3.026,-0.281,-0.064,-0.345,-0.329,-0.776,-1.105,-0.329,-0.776,-1.105,-3.355,-0.776,-4.131,-2.721,-0.768,-3.488,-3.877,-3.877,-4.206,-4.982,-0.0,-0.776,-3.411,-0.768,-4.179,-3.355,-0.776,-4.206,-0.776,kj simpson,KJ Simpson,Denver Nuggets,-2.3,0.0,-2.3,-1.398,-0.781,-0.618,455.0,378.0,-77.0,-1.341,-0.956,-0.386,456.0,411.5,-44.5,-0.753,-0.03,-0.723,357.0,223.5,-133.5,-0.396,1101.0,1.569,0.196,3.204,5.068,1.471,guard,1000-2000
2024-2026,2025.0,1641772,Nae'Qwan Tomlin,2211.0,2222.0,0.108,-0.976,-0.0,-0.976,0.228,-0.02,0.208,-0.012,0.862,0.85,-0.012,0.862,0.85,-0.987,0.862,-0.126,-0.89,0.931,0.041,-1.495,-1.495,-1.507,-0.645,-0.0,0.862,-1.33,0.931,-0.398,-0.987,0.862,-1.507,0.862,naeqwan tomlin,Nae'Qwan Tomlin,Cleveland Cavaliers,-0.5,0.4,-0.2,0.07,0.081,-0.011,195.0,198.0,3.0,-0.323,-0.035,-0.288,275.0,207.5,-67.5,0.595,0.336,0.259,123.0,166.5,43.5,4.189,1070.0,3.196,1.178,3.768,1.85,0.976,big,1000-2000
2024-2026,2025.0,1642269,Devin Carter,2253.0,2238.0,0.109,-1.04,-0.0,-1.04,-0.462,0.041,-0.42,0.142,0.006,0.148,0.142,0.006,0.148,-0.898,0.006,-0.892,-0.812,0.007,-0.805,-2.263,-2.263,-2.122,-2.116,-0.0,0.006,-1.823,0.007,-1.816,-0.898,0.006,-2.122,0.006,devin carter,Devin Carter,Sacramento Kings,0.2,-0.3,0.0,-0.282,0.163,-0.445,270.0,185.0,-85.0,-0.28,0.323,-0.602,262.0,144.5,-117.5,-0.138,-0.305,0.167,255.0,280.0,25.0,0.708,1098.0,1.803,0.426,4.787,4.656,1.574,wing,1000-2000
2024-2026,2025.0,1631115,Orlando Robinson,2257.0,2261.0,0.11,-1.881,-0.0,-1.881,-0.262,0.226,-0.037,-0.155,-0.152,-0.307,-0.155,-0.152,-0.307,-2.036,-0.152,-2.188,-1.755,-0.155,-1.91,-1.498,-1.498,-1.652,-1.804,-0.0,-0.152,-1.449,-0.155,-1.604,-2.036,-0.152,-1.652,-0.152,orlando robinson,Orlando Robinson,Orlando Magic,-1.5,-0.6,-2.1,-0.742,-0.699,-0.043,365.0,359.0,-6.0,-0.804,-0.547,-0.258,388.0,329.0,-59.0,-0.267,-0.58,0.313,277.0,338.5,61.5,4.334,1099.0,3.898,0.786,6.191,3.734,0.852,big,1000-2000
2024-2026,2025.0,1642358,AJ Johnson,2261.0,2257.0,0.11,-4.216,-0.0,-4.216,-0.408,-0.184,-0.591,-0.162,-1.225,-1.387,-0.162,-1.225,-1.387,-4.378,-1.225,-5.603,-3.55,-1.178,-4.729,-5.339,-5.339,-5.501,-6.726,-0.0,-1.225,-4.461,-1.178,-5.639,-4.378,-1.225,-5.501,-1.225,aj johnson,AJ Johnson,Dallas Mavericks,-2.9,-0.5,-3.4,-1.915,-1.232,-0.682,473.0,436.5,-36.5,-1.803,-1.262,-0.541,473.0,443.0,-30.0,-1.079,-0.488,-0.591,415.0,318.5,-96.5,-0.668,1094.0,0.724,0.197,3.027,4.048,1.185,guard,1000-2000
2024-2026,2025.0,1628420,Monte Morris,2280.0,2273.0,0.111,-1.191,-0.0,-1.191,-0.339,-0.087,-0.426,-0.084,-0.09,-0.174,-0.084,-0.09,-0.174,-1.276,-0.09,-1.365,-1.136,-0.092,-1.228,-1.534,-1.534,-1.619,-1.709,-0.0,-0.09,-1.422,-0.092,-1.514,-1.276,-0.09,-1.619,-0.09,monte morris,Monte Morris,Indiana Pacers,-0.6,-0.5,-1.1,-0.458,-0.288,-0.17,306.0,271.0,-35.0,-0.46,-0.086,-0.373,307.0,221.5,-85.5,-0.217,-0.488,0.271,266.0,318.5,52.5,-1.076,1111.0,0.648,0.421,3.597,4.893,1.944,guard,1000-2000
2024-2026,2025.0,1628365,Markelle Fultz,2290.0,2295.0,0.111,-3.51,-0.0,-3.51,0.298,-0.246,0.052,0.077,0.26,0.337,0.077,0.26,0.337,-3.433,0.26,-3.173,-2.784,0.274,-2.51,-3.506,-3.506,-3.429,-3.17,-0.0,0.26,-2.781,0.274,-2.507,-3.433,0.26,-3.429,0.26,markelle fultz,Markelle Fultz,Toronto Raptors,-4.0,-0.3,-4.3,-0.992,-1.602,0.61,407.0,460.5,53.5,-1.377,-1.825,0.448,459.0,469.5,10.5,0.073,-0.305,0.378,208.0,280.0,72.0,0.874,1128.0,1.979,0.543,3.096,4.947,0.255,wing,1000-2000
2024-2026,2025.0,1629610,DaQuan Jeffries,2362.0,2357.0,0.114,-3.037,-0.0,-3.037,0.427,0.033,0.46,0.21,-1.362,-1.152,0.21,-1.362,-1.152,-2.827,-1.362,-4.189,-2.335,-1.298,-3.633,-3.105,-3.105,-2.895,-4.257,-0.0,-1.362,-2.384,-1.298,-3.682,-2.827,-1.362,-2.895,-1.362,daquan jeffries,DaQuan Jeffries,Sacramento Kings,-1.9,-1.1,-3.0,-1.459,-1.068,-0.391,457.0,413.5,-43.5,-1.127,-0.751,-0.376,430.0,379.5,-50.5,-1.174,-1.038,-0.137,428.0,405.0,-23.0,1.338,1173.0,1.228,0.798,3.223,1.811,1.872,wing,1000-2000
2024-2026,2025.0,1642874,Danny Wolf,2381.0,2356.0,0.115,-1.349,-0.0,-1.349,-0.249,-0.158,-0.408,-0.532,0.662,0.13,-0.532,0.662,0.13,-1.881,0.662,-1.219,-1.631,0.71,-0.922,-1.574,-1.574,-2.106,-1.444,-0.0,0.662,-1.81,0.71,-1.101,-1.881,0.662,-2.106,0.662,danny wolf,Danny Wolf,Brooklyn Nets,-2.2,0.6,-1.6,-0.33,-0.494,0.163,279.0,309.5,30.5,-0.735,-0.904,0.169,371.0,404.0,33.0,0.419,0.519,-0.1,147.0,142.0,-5.0,1.978,1192.0,1.721,0.966,6.765,3.836,2.054,wing,1000-2000
2024-2026,2025.0,1628964,Mo Bamba,2388.0,2390.0,0.115,-1.542,-0.0,-1.542,-0.302,-0.829,-1.131,-0.273,0.848,0.575,-0.273,0.848,0.575,-1.814,0.848,-0.966,-1.578,0.915,-0.663,-0.09,-0.09,-0.363,0.485,-0.0,0.848,-0.335,0.915,0.58,-1.814,0.848,-0.363,0.848,mo bamba,Mo Bamba,Utah Jazz,-2.9,-0.7,-3.6,-0.223,-1.315,1.092,258.0,444.0,186.0,-0.706,-1.262,0.557,363.0,443.0,80.0,0.582,-0.671,1.254,125.0,358.0,233.0,7.603,1197.0,3.579,2.827,8.602,1.805,1.203,big,1000-2000
2024-2026,2025.0,1630164,James Wiseman,2394.0,2383.0,0.115,-2.106,-0.0,-2.106,-0.324,0.123,-0.201,-0.476,-1.825,-2.301,-0.476,-1.825,-2.301,-2.582,-1.825,-4.407,-2.159,-1.706,-3.865,-1.883,-1.883,-2.359,-4.184,-0.0,-1.825,-1.998,-1.706,-3.704,-2.582,-1.825,-2.359,-1.825,james wiseman,James Wiseman,Indiana Pacers,-3.6,-1.3,-4.9,-1.555,-1.848,0.293,462.0,471.0,9.0,-1.029,-1.62,0.591,422.0,465.0,43.0,-1.498,-1.221,-0.278,456.0,430.0,-26.0,6.104,1153.0,3.591,1.249,7.181,1.78,0.0,big,1000-2000
2024-2026,2025.0,1642948,Ryan Nembhard,2403.0,2414.0,0.116,-2.229,-0.0,-2.229,-0.598,-0.119,-0.717,0.25,-0.229,0.021,0.25,-0.229,0.021,-1.979,-0.229,-2.208,-1.709,-0.234,-1.943,-2.336,-2.336,-2.086,-2.316,-0.0,-0.229,-1.795,-0.234,-2.029,-1.979,-0.229,-2.086,-0.229,ryan nembhard,Ryan Nembhard,Dallas Mavericks,-1.5,0.1,-1.4,-0.755,-0.411,-0.344,368.0,292.0,-76.0,-0.779,-0.547,-0.232,381.0,329.0,-52.0,-0.329,0.061,-0.39,284.0,210.0,-74.0,-3.883,1170.0,0.4,0.062,3.692,9.723,1.477,guard,1000-2000
2024-2026,2025.0,1631169,Josh Minott,2477.0,2466.0,0.119,0.642,-0.0,0.642,0.068,-0.069,-0.0,-0.247,0.378,0.132,-0.247,0.378,0.132,0.395,0.378,0.774,0.38,0.401,0.78,1.448,1.448,1.201,1.58,-0.0,0.378,1.181,0.401,1.582,0.395,0.378,1.201,0.378,josh minott,Josh Minott,Brooklyn Nets,-1.2,0.7,-0.5,0.378,-0.042,0.42,151.0,222.0,71.0,0.383,-0.393,0.776,136.0,296.5,160.5,0.174,0.61,-0.436,189.0,125.0,-64.0,2.5,1204.0,1.914,1.226,4.724,2.153,2.452,big,1000-2000
2024-2026,2025.0,1629162,Jordan McLaughlin,2485.0,2477.0,0.119,-0.195,-0.0,-0.195,-0.763,-0.161,-0.924,0.118,0.933,1.051,0.118,0.933,1.051,-0.077,0.933,0.856,-0.07,1.012,0.942,0.429,0.429,0.547,1.48,-0.0,0.933,0.527,1.012,1.539,-0.077,0.933,0.547,0.933,jordan mclaughlin,Jordan McLaughlin,San Antonio Spurs,-2.3,-0.1,-2.4,0.445,-0.822,1.267,139.0,384.0,245.0,0.133,-0.956,1.089,176.0,411.5,235.5,0.659,-0.122,0.781,106.0,243.0,137.0,-1.729,1224.0,0.912,0.294,3.029,5.853,2.294,guard,1000-2000
2024-2026,2025.0,1642849,Nolan Traore,2487.0,2484.0,0.119,-3.383,-0.0,-3.383,0.15,-0.256,-0.107,0.068,-0.938,-0.87,0.068,-0.938,-0.87,-3.315,-0.938,-4.253,-2.688,-0.919,-3.607,-3.31,-3.31,-3.242,-4.18,-0.0,-0.938,-2.634,-0.919,-3.553,-3.315,-0.938,-3.242,-0.938,nolan traore,Nolan Traore,Brooklyn Nets,-1.7,-1.1,-2.8,-1.448,-0.986,-0.462,456.0,401.5,-54.5,-1.323,-0.649,-0.675,454.0,352.0,-102.0,-0.873,-1.038,0.164,382.0,405.0,23.0,-1.976,1246.0,0.404,0.665,2.456,6.154,1.762,guard,1000-2000
2024-2026,2025.0,1642867,Collin Murray-Boyles,2530.0,2518.0,0.121,-0.069,-0.0,-0.069,0.323,0.156,0.479,-0.049,1.41,1.361,-0.049,1.41,1.361,-0.118,1.41,1.292,-0.109,1.563,1.455,0.479,0.479,0.43,1.839,-0.0,1.41,0.413,1.563,1.976,-0.118,1.41,0.43,1.41,collin murray boyles,Collin Murray-Boyles,Toronto Raptors,0.1,1.5,1.6,0.659,0.82,-0.162,105.0,94.0,-11.0,0.112,0.271,-0.16,180.0,153.5,-26.5,1.097,1.343,-0.246,57.0,45.5,-11.5,4.968,1245.0,3.846,1.533,4.395,3.065,0.492,big,1000-2000
2024-2026,2025.0,1631288,Jamal Cain,2561.0,2556.0,0.122,-1.126,-0.0,-1.126,0.294,-0.176,0.118,0.22,-1.516,-1.295,0.22,-1.516,-1.295,-0.905,-1.516,-2.421,-0.818,-1.433,-2.252,-1.393,-1.393,-1.172,-2.688,-0.0,-1.516,-1.049,-1.433,-2.482,-0.905,-1.516,-1.172,-1.516,jamal cain,Jamal Cain,Orlando Magic,-0.5,-0.7,-1.2,-0.884,-0.329,-0.555,389.0,280.0,-109.0,-0.283,-0.035,-0.248,263.0,207.5,-55.5,-1.281,-0.671,-0.61,441.0,358.0,-83.0,2.042,1243.0,2.027,0.521,3.765,1.767,1.883,big,1000-2000
2024-2026,2025.0,201599,DeAndre Jordan,2581.0,2603.0,0.123,-1.498,-0.0,-1.498,0.172,-0.526,-0.354,-0.156,0.546,0.391,-0.156,0.546,0.391,-1.654,0.546,-1.108,-1.45,0.582,-0.868,-1.367,-1.367,-1.523,-0.977,-0.0,0.546,-1.343,0.582,-0.76,-1.654,0.546,-1.523,0.546,deandre jordan,DeAndre Jordan,New Orleans Pelicans,-3.1,-0.7,-3.8,-0.308,-1.397,1.089,277.0,452.5,175.5,-0.635,-1.365,0.73,357.0,452.5,95.5,0.318,-0.671,0.99,163.0,358.0,195.0,7.792,1284.0,4.598,1.486,9.897,2.523,0.0,big,1000-2000
2024-2026,2025.0,1642856,Egor Dëmin,2641.0,2648.0,0.126,-0.505,-0.0,-0.505,-0.906,-0.008,-0.914,-0.103,0.418,0.315,-0.103,0.418,0.315,-0.608,0.418,-0.189,-0.557,0.443,-0.113,0.098,0.098,-0.005,0.413,-0.0,0.418,-0.003,0.443,0.44,-0.608,0.418,-0.005,0.418,egor demin,Egor Demin,Brooklyn Nets,-0.8,0.5,-0.3,0.006,0.04,-0.034,212.0,206.0,-6.0,-0.138,-0.189,0.051,234.0,249.5,15.5,0.208,0.427,-0.219,180.0,154.0,-26.0,-1.514,1305.0,0.579,0.469,3.972,4.772,3.421,guard,1000-2000
2024-2026,2025.0,1642962,Drake Powell,2654.0,2664.0,0.126,-3.243,-0.0,-3.243,0.147,0.377,0.524,-0.8,-1.175,-1.975,-0.8,-1.175,-1.975,-4.044,-1.175,-5.219,-3.279,-1.134,-4.413,-3.997,-3.997,-4.797,-5.972,-0.0,-1.175,-3.89,-1.134,-5.024,-4.044,-1.175,-4.797,-1.175,drake powell,Drake Powell,Brooklyn Nets,-4.0,-0.4,-4.4,-1.784,-1.643,-0.141,470.0,464.5,-5.5,-1.652,-1.825,0.172,468.0,469.5,1.5,-1.044,-0.397,-0.647,410.0,298.5,-111.5,-0.106,1319.0,0.573,0.382,2.456,2.484,1.392,wing,1000-2000
2024-2026,2025.0,1630322,Lindy Waters III,2736.0,2735.0,0.13,-1.041,-0.0,-1.041,0.502,-0.127,0.375,-0.135,-0.099,-0.234,-0.135,-0.099,-0.234,-1.176,-0.099,-1.275,-1.052,-0.102,-1.155,-0.936,-0.936,-1.07,-1.17,-0.0,-0.099,-0.962,-0.102,-1.064,-1.176,-0.099,-1.07,-0.099,lindy waters,Lindy Waters III,San Antonio Spurs,-1.4,-0.2,-1.6,-0.427,-0.494,0.066,297.0,309.5,12.5,-0.413,-0.495,0.082,298.0,318.5,20.5,-0.225,-0.214,-0.012,269.0,264.0,-5.0,-0.134,1348.0,0.801,0.507,3.979,2.537,3.418,guard,1000-2000
